







INFO; 2025-06-25 14:57:58; PLC_C; System running normally; ; OK; 111; 1070; 1805768495; 81
ERROR; 2025-06-25 14:57:17; PLC_B; Temperature warning; ; OK; 104; 1021; 875047584; 39
INFO; 2025-06-25 14:57:16; PLC_D; System running normally; ; ERR; 116; 1004; 79005568; 69
INFO; 2025-06-25 14:57:15; PLC_A; System running normally; ; WARN; 107; 1018; 1164679262; 36
INFO; 2025-06-25 14:57:14; PLC_C; System running normally; ; ERR; 110; 1054; 1895851989; 39
INFO; 2025-06-25 14:57:13; PLC_B; System running normally; ; OK; 117; 1048; 1615741274; 74
INFO; 2025-06-25 14:57:12; PLC_D; System running normally; ; WARN; 113; 1009; 707118779; 58
INFO; 2025-06-25 14:57:11; PLC_B; System running normally; ; WARN; 108; 1009; 717198397; 13
INFO; 2025-06-25 14:57:10; PLC_D; System running normally; ; OK; 108; 1028; 1671518447; 40
INFO; 2025-06-25 14:57:09; PLC_D; System running normally; ; OK; 120; 1005; 168375027; 46
INFO; 2025-06-25 14:57:08; PLC_A; System running normally; ; WARN; 110; 1075; 464710594; 0
INFO; 2025-06-25 14:57:07; PLC_B; System running normally; ; ERR; 118; 1075; 766418853; 9
INFO; 2025-06-25 14:57:06; PLC_A; System running normally; ; ERR; 118; 1091; 1465888305; 89
INFO; 2025-06-25 14:57:05; PLC_D; System running normally; ; ERR; 109; 1061; 202675591; 58
ERROR; 2025-06-25 14:57:04; PLC_D; Temperature warning; ; WARN; 106; 1002; 1309380796; 88
INFO; 2025-06-25 14:57:03; PLC_A; System running normally; ; OK; 109; 1083; 932648151; 31
INFO; 2025-06-25 14:57:02; PLC_C; System running normally; ; WARN; 116; 1040; 897568197; 59
INFO; 2025-06-25 14:57:01; PLC_B; System running normally; ; WARN; 109; 1070; 1061247047; 18
INFO; 2025-06-25 14:57:00; PLC_A; System running normally; ; ERR; 108; 1047; 1904603545; 68
INFO; 2025-06-25 14:56:59; PLC_D; System running normally; ; ERR; 104; 1092; 1422187425; 19
ERROR; 2025-06-25 14:56:58; PLC_B; Conveyor misalignment; ; OK; 106; 1010; 886489684; 32
INFO; 2025-06-25 14:56:57; PLC_A; System running normally; ; OK; 113; 1050; 1911792095; 53
INFO; 2025-06-25 14:56:56; PLC_B; System running normally; ; WARN; 109; 1068; 920813841; 17
INFO; 2025-06-25 14:56:55; PLC_B; System running normally; ; OK; 120; 1074; 647368355; 15
INFO; 2025-06-25 14:56:54; PLC_C; System running normally; ; ERR; 107; 1091; 671077590; 4
ERROR; 2025-06-25 14:56:53; PLC_D; Temperature warning; ; WARN; 113; 1061; 492041767; 50
INFO; 2025-06-25 14:56:52; PLC_D; System running normally; ; WARN; 109; 1030; 1162294044; 7
INFO; 2025-06-25 14:56:51; PLC_C; System running normally; ; ERR; 118; 1066; 950145589; 95
INFO; 2025-06-25 14:56:50; PLC_B; System running normally; ; ERR; 103; 1042; 2033140714; 67
INFO; 2025-06-25 14:56:49; PLC_A; System running normally; ; OK; 120; 1069; 624493332; 21
INFO; 2025-06-25 14:56:48; PLC_A; System running normally; ; WARN; 106; 1041; 1513111475; 97
INFO; 2025-06-25 14:56:47; PLC_B; System running normally; ; OK; 118; 1049; 156128171; 54
INFO; 2025-06-25 14:56:46; PLC_D; System running normally; ; WARN; 115; 1065; 1327405051; 68
INFO; 2025-06-25 14:56:45; PLC_A; System running normally; ; WARN; 116; 1015; 109640570; 73
ERROR; 2025-06-25 14:56:44; PLC_C; Valve stuck; ; WARN; 103; 1075; 892674347; 60
INFO; 2025-06-25 14:56:43; PLC_B; System running normally; ; WARN; 119; 1001; 484039725; 35
INFO; 2025-06-25 14:56:42; PLC_A; System running normally; ; WARN; 119; 1067; 1820589070; 33
INFO; 2025-06-25 14:56:41; PLC_C; System running normally; ; OK; 101; 1063; 224057052; 30
INFO; 2025-06-25 14:56:40; PLC_D; System running normally; ; WARN; 103; 1073; 927499637; 38
ERROR; 2025-06-25 14:56:39; PLC_C; Sandextrator overload; 7; OK; 102; 1048; 868246445; 4
INFO; 2025-06-25 14:56:38; PLC_C; System running normally; ; OK; 101; 1100; 1788428125; 94
INFO; 2025-06-25 14:56:37; PLC_C; System running normally; ; ERR; 120; 1056; 1691143845; 46
INFO; 2025-06-25 14:56:36; PLC_B; System running normally; ; ERR; 102; 1055; 1879385991; 23
ERROR; 2025-06-25 14:56:35; PLC_C; Temperature warning; ; WARN; 115; 1000; 193706291; 5
INFO; 2025-06-25 14:56:34; PLC_C; System running normally; ; OK; 108; 1032; 326850578; 5
INFO; 2025-06-25 14:56:33; PLC_C; System running normally; ; WARN; 113; 1045; 1438248734; 40
INFO; 2025-06-25 14:56:32; PLC_A; System running normally; ; OK; 107; 1012; 1462390951; 100
INFO; 2025-06-25 14:56:31; PLC_C; System running normally; ; WARN; 116; 1024; 419267924; 89
INFO; 2025-06-25 14:56:30; PLC_B; System running normally; ; ERR; 117; 1076; 630099585; 39
INFO; 2025-06-25 14:56:29; PLC_B; System running normally; ; WARN; 117; 1052; 599720816; 98
INFO; 2025-06-25 14:56:28; PLC_B; System running normally; ; WARN; 103; 1096; 2064612289; 62
ERROR; 2025-06-25 14:56:27; PLC_A; Sandextrator overload; 7; ERR; 109; 1045; 1685330456; 1
INFO; 2025-06-25 14:56:26; PLC_B; System running normally; ; WARN; 120; 1008; 849684034; 98
INFO; 2025-06-25 14:56:25; PLC_A; System running normally; ; ERR; 101; 1043; 644484867; 77
INFO; 2025-06-25 14:56:24; PLC_B; System running normally; ; OK; 119; 1056; 1416820059; 95
ERROR; 2025-06-25 14:56:23; PLC_B; Sandextrator overload; 10; ERR; 115; 1081; 540770736; 95
ERROR; 2025-06-25 14:56:22; PLC_A; Conveyor misalignment; ; WARN; 104; 1028; 1692977380; 78
INFO; 2025-06-25 14:56:21; PLC_D; System running normally; ; ERR; 114; 1008; 556243385; 72
INFO; 2025-06-25 14:56:20; PLC_C; System running normally; ; OK; 107; 1037; 480687600; 90
INFO; 2025-06-25 14:56:19; PLC_A; System running normally; ; WARN; 115; 1016; 1791034106; 83
INFO; 2025-06-25 14:56:18; PLC_D; System running normally; ; OK; 113; 1041; 615790543; 64
INFO; 2025-06-25 14:56:17; PLC_D; System running normally; ; OK; 113; 1000; 1867657223; 51
INFO; 2025-06-25 14:56:16; PLC_A; System running normally; ; ERR; 109; 1081; 1187219929; 33
ERROR; 2025-06-25 14:56:15; PLC_A; Temperature warning; ; ERR; 109; 1019; 264272781; 48
INFO; 2025-06-25 14:56:14; PLC_D; System running normally; ; WARN; 110; 1016; 1755675346; 75
INFO; 2025-06-25 14:56:13; PLC_D; System running normally; ; ERR; 108; 1015; 281007484; 68
INFO; 2025-06-25 14:56:12; PLC_C; System running normally; ; ERR; 120; 1072; 1050083342; 76
INFO; 2025-06-25 14:56:11; PLC_A; System running normally; ; OK; 103; 1028; 1533229817; 26
INFO; 2025-06-25 14:56:10; PLC_B; System running normally; ; OK; 110; 1042; 721186390; 34
INFO; 2025-06-25 14:56:09; PLC_A; System running normally; ; OK; 111; 1025; 1661020507; 39
INFO; 2025-06-25 14:56:08; PLC_A; System running normally; ; WARN; 113; 1039; 662037478; 68
INFO; 2025-06-25 14:56:07; PLC_A; System running normally; ; ERR; 117; 1021; 1300791888; 1
INFO; 2025-06-25 14:56:06; PLC_D; System running normally; ; ERR; 108; 1082; 1336740554; 19
INFO; 2025-06-25 14:56:05; PLC_D; System running normally; ; ERR; 106; 1041; 221847983; 13
INFO; 2025-06-25 14:56:04; PLC_A; System running normally; ; OK; 111; 1049; 764115498; 16
ERROR; 2025-06-25 14:56:03; PLC_C; Temperature warning; ; ERR; 119; 1099; 566918780; 68
ERROR; 2025-06-25 14:56:02; PLC_D; Temperature warning; ; OK; 115; 1056; 753349691; 43
INFO; 2025-06-25 14:56:01; PLC_C; System running normally; ; OK; 104; 1089; 1324836646; 19
ERROR; 2025-06-25 14:56:00; PLC_C; Valve stuck; ; WARN; 104; 1031; 1230984497; 32
INFO; 2025-06-25 14:55:59; PLC_D; System running normally; ; ERR; 118; 1045; 1513620537; 37
INFO; 2025-06-25 14:55:58; PLC_C; System running normally; ; OK; 119; 1001; 938295973; 62
ERROR; 2025-06-25 14:55:57; PLC_A; Conveyor misalignment; ; ERR; 117; 1027; 1038053491; 39
INFO; 2025-06-25 14:55:56; PLC_B; System running normally; ; OK; 105; 1004; 1655318625; 90
INFO; 2025-06-25 14:55:55; PLC_D; System running normally; ; ERR; 109; 1004; 319381304; 36
INFO; 2025-06-25 14:55:54; PLC_A; System running normally; ; ERR; 116; 1062; 742086802; 62
INFO; 2025-06-25 14:55:53; PLC_D; System running normally; ; WARN; 113; 1083; 293995086; 83
INFO; 2025-06-25 14:55:52; PLC_C; System running normally; ; WARN; 115; 1072; 727061481; 82
INFO; 2025-06-25 14:55:51; PLC_B; System running normally; ; ERR; 110; 1019; 493897127; 83
ERROR; 2025-06-25 14:55:50; PLC_D; Temperature warning; ; ERR; 115; 1032; 183738495; 61
INFO; 2025-06-25 14:55:49; PLC_B; System running normally; ; OK; 115; 1003; 1143751565; 96
INFO; 2025-06-25 14:55:48; PLC_A; System running normally; ; WARN; 114; 1023; 1751127124; 9
INFO; 2025-06-25 14:55:47; PLC_B; System running normally; ; OK; 113; 1045; 1930999557; 68
INFO; 2025-06-25 14:55:46; PLC_D; System running normally; ; OK; 106; 1093; 370281645; 47
INFO; 2025-06-25 14:55:45; PLC_A; System running normally; ; OK; 116; 1053; 1611256989; 68
INFO; 2025-06-25 14:55:44; PLC_A; System running normally; ; WARN; 119; 1049; 2100264248; 84
INFO; 2025-06-25 14:55:43; PLC_C; System running normally; ; ERR; 116; 1016; 1928074144; 34
ERROR; 2025-06-25 14:55:42; PLC_C; Valve stuck; ; OK; 114; 1100; 1885321954; 99
INFO; 2025-06-25 14:55:41; PLC_C; System running normally; ; OK; 117; 1052; 1724622836; 37
INFO; 2025-06-25 14:55:40; PLC_A; System running normally; ; WARN; 105; 1016; 1721456687; 9
INFO; 2025-06-25 14:55:39; PLC_C; System running normally; ; OK; 110; 1037; 1057197362; 50
INFO; 2025-06-25 14:55:38; PLC_A; System running normally; ; ERR; 111; 1065; 256533611; 52
INFO; 2025-06-25 14:55:37; PLC_A; System running normally; ; WARN; 104; 1055; 2114477482; 8
ERROR; 2025-06-25 14:55:36; PLC_A; Sandextrator overload; 3; OK; 113; 1093; 824997142; 58
INFO; 2025-06-25 14:55:35; PLC_C; System running normally; ; ERR; 118; 1023; 2038003105; 30
ERROR; 2025-06-25 14:55:34; PLC_D; Temperature warning; ; ERR; 118; 1054; 1743004093; 7
INFO; 2025-06-25 14:55:33; PLC_A; System running normally; ; WARN; 104; 1011; 275357962; 31
INFO; 2025-06-25 14:55:32; PLC_B; System running normally; ; OK; 118; 1061; 1751721225; 84
INFO; 2025-06-25 14:55:31; PLC_B; System running normally; ; ERR; 106; 1082; 743518756; 77
INFO; 2025-06-25 14:55:30; PLC_D; System running normally; ; OK; 109; 1021; 1820677334; 58
INFO; 2025-06-25 14:55:29; PLC_D; System running normally; ; OK; 109; 1019; 1500620401; 88
INFO; 2025-06-25 14:55:28; PLC_A; System running normally; ; WARN; 106; 1079; 1177669001; 76
INFO; 2025-06-25 14:55:27; PLC_D; System running normally; ; WARN; 112; 1035; 1182674942; 11
INFO; 2025-06-25 14:55:26; PLC_C; System running normally; ; WARN; 108; 1056; 1955698980; 75
INFO; 2025-06-25 14:55:25; PLC_A; System running normally; ; OK; 112; 1016; 2000648188; 97
INFO; 2025-06-25 14:55:24; PLC_A; System running normally; ; ERR; 120; 1007; 907284800; 18
INFO; 2025-06-25 14:55:23; PLC_D; System running normally; ; ERR; 118; 1099; 1975015368; 33
INFO; 2025-06-25 14:55:22; PLC_A; System running normally; ; WARN; 111; 1094; 1042455523; 48
INFO; 2025-06-25 14:55:21; PLC_D; System running normally; ; ERR; 104; 1017; 556748520; 8
ERROR; 2025-06-25 14:55:20; PLC_A; Temperature warning; ; OK; 111; 1087; 561375; 2
INFO; 2025-06-25 14:55:19; PLC_D; System running normally; ; OK; 106; 1020; 390475611; 98
INFO; 2025-06-25 14:55:18; PLC_A; System running normally; ; ERR; 114; 1078; 177489863; 24
INFO; 2025-06-25 14:55:17; PLC_A; System running normally; ; OK; 114; 1004; 1585748647; 99
INFO; 2025-06-25 14:55:16; PLC_A; System running normally; ; ERR; 109; 1080; 931506037; 10
INFO; 2025-06-25 14:55:15; PLC_A; System running normally; ; OK; 101; 1023; 969169495; 77
INFO; 2025-06-25 14:55:14; PLC_C; System running normally; ; WARN; 106; 1046; 1777884472; 37
INFO; 2025-06-25 14:55:13; PLC_C; System running normally; ; ERR; 102; 1035; 1391487341; 2
INFO; 2025-06-25 14:55:12; PLC_C; System running normally; ; WARN; 104; 1100; 302973873; 51
INFO; 2025-06-25 14:55:11; PLC_D; System running normally; ; WARN; 111; 1018; 2032370018; 91
INFO; 2025-06-25 14:55:10; PLC_A; System running normally; ; ERR; 110; 1052; 1590384118; 45
INFO; 2025-06-25 14:55:09; PLC_A; System running normally; ; ERR; 112; 1092; 1134498114; 45
INFO; 2025-06-25 14:55:08; PLC_D; System running normally; ; OK; 108; 1076; 1108667236; 14
INFO; 2025-06-25 14:55:07; PLC_C; System running normally; ; WARN; 107; 1075; 1075501889; 14
INFO; 2025-06-25 14:55:06; PLC_A; System running normally; ; OK; 103; 1048; 1318041135; 19
INFO; 2025-06-25 14:55:05; PLC_D; System running normally; ; OK; 112; 1041; 203507575; 31
INFO; 2025-06-25 14:55:04; PLC_A; System running normally; ; ERR; 106; 1058; 143637054; 18
INFO; 2025-06-25 14:55:03; PLC_D; System running normally; ; OK; 116; 1015; 992339685; 90
INFO; 2025-06-25 14:55:02; PLC_C; System running normally; ; OK; 115; 1085; 1826714509; 25
ERROR; 2025-06-25 14:55:01; PLC_B; Temperature warning; ; OK; 119; 1097; 1200197474; 99
INFO; 2025-06-25 14:55:00; PLC_B; System running normally; ; WARN; 118; 1016; 1503264037; 99
INFO; 2025-06-25 14:54:59; PLC_A; System running normally; ; WARN; 104; 1023; 1352759247; 85
INFO; 2025-06-25 14:54:58; PLC_D; System running normally; ; ERR; 112; 1078; 1705700059; 27
INFO; 2025-06-25 14:54:57; PLC_A; System running normally; ; ERR; 115; 1000; 477304588; 54
ERROR; 2025-06-25 14:54:56; PLC_D; Conveyor misalignment; ; ERR; 104; 1026; 346782476; 80
INFO; 2025-06-25 14:54:55; PLC_D; System running normally; ; WARN; 114; 1007; 1565889533; 90
INFO; 2025-06-25 14:54:54; PLC_C; System running normally; ; OK; 119; 1009; 811894412; 10
INFO; 2025-06-25 14:54:53; PLC_A; System running normally; ; ERR; 117; 1088; 1417430734; 62
INFO; 2025-06-25 14:54:52; PLC_A; System running normally; ; WARN; 104; 1065; 1965057589; 23
INFO; 2025-06-25 14:54:51; PLC_C; System running normally; ; OK; 108; 1070; 204193819; 53
INFO; 2025-06-25 14:54:50; PLC_C; System running normally; ; WARN; 104; 1016; 485839681; 76
INFO; 2025-06-25 14:54:49; PLC_D; System running normally; ; ERR; 117; 1035; 1504823885; 20
INFO; 2025-06-25 14:54:48; PLC_D; System running normally; ; ERR; 101; 1078; 819697220; 10
INFO; 2025-06-25 14:54:47; PLC_A; System running normally; ; OK; 102; 1073; 1098365361; 25
INFO; 2025-06-25 14:54:46; PLC_C; System running normally; ; OK; 105; 1092; 1648878097; 59
INFO; 2025-06-25 14:54:45; PLC_D; System running normally; ; OK; 109; 1007; 380984197; 18
INFO; 2025-06-25 14:54:44; PLC_D; System running normally; ; OK; 119; 1064; 111133556; 95
INFO; 2025-06-25 14:54:43; PLC_A; System running normally; ; WARN; 116; 1002; 1934509452; 81
INFO; 2025-06-25 14:54:42; PLC_D; System running normally; ; WARN; 114; 1002; 2032665713; 12
INFO; 2025-06-25 14:54:41; PLC_D; System running normally; ; OK; 116; 1092; 511720592; 38
INFO; 2025-06-25 14:54:40; PLC_B; System running normally; ; WARN; 102; 1071; 1593838395; 3
INFO; 2025-06-25 14:54:39; PLC_C; System running normally; ; ERR; 105; 1094; 372381585; 100
INFO; 2025-06-25 14:54:38; PLC_D; System running normally; ; OK; 115; 1024; 1008993654; 55
ERROR; 2025-06-25 14:54:37; PLC_B; Sandextrator overload; 1; ERR; 106; 1042; 502461957; 28
INFO; 2025-06-25 14:54:36; PLC_B; System running normally; ; WARN; 119; 1082; 935978854; 88
INFO; 2025-06-25 14:54:35; PLC_A; System running normally; ; ERR; 118; 1023; 1442980985; 98
INFO; 2025-06-25 14:54:34; PLC_D; System running normally; ; WARN; 118; 1028; 1202874682; 52
INFO; 2025-06-25 14:54:33; PLC_B; System running normally; ; WARN; 119; 1064; 1098599246; 78
INFO; 2025-06-25 14:54:32; PLC_D; System running normally; ; ERR; 106; 1093; 842782863; 77
INFO; 2025-06-25 14:54:31; PLC_B; System running normally; ; WARN; 116; 1008; 1286488975; 17
ERROR; 2025-06-25 14:54:30; PLC_B; Valve stuck; ; ERR; 109; 1049; 1857974901; 44
INFO; 2025-06-25 14:54:29; PLC_D; System running normally; ; OK; 117; 1012; 999009828; 85
INFO; 2025-06-25 14:54:28; PLC_A; System running normally; ; ERR; 119; 1087; 1418322696; 83
INFO; 2025-06-25 14:54:27; PLC_A; System running normally; ; OK; 111; 1029; 1339540079; 24
INFO; 2025-06-25 14:54:26; PLC_B; System running normally; ; OK; 106; 1003; 2132000599; 52
INFO; 2025-06-25 14:54:25; PLC_A; System running normally; ; ERR; 112; 1034; 1361081328; 90
INFO; 2025-06-25 14:54:24; PLC_D; System running normally; ; ERR; 113; 1012; 316867570; 27
INFO; 2025-06-25 14:54:23; PLC_D; System running normally; ; ERR; 115; 1048; 375343700; 0
INFO; 2025-06-25 14:54:22; PLC_D; System running normally; ; OK; 112; 1040; 1439877887; 19
INFO; 2025-06-25 14:54:21; PLC_D; System running normally; ; OK; 105; 1034; 1366647588; 80
ERROR; 2025-06-25 14:54:20; PLC_D; Sandextrator overload; 9; WARN; 112; 1086; 1642812347; 37
INFO; 2025-06-25 14:54:19; PLC_A; System running normally; ; OK; 115; 1098; 1725868863; 77
INFO; 2025-06-25 14:54:18; PLC_C; System running normally; ; ERR; 116; 1066; 1800645440; 74
INFO; 2025-06-25 14:54:17; PLC_A; System running normally; ; WARN; 106; 1072; 1746456670; 39
INFO; 2025-06-25 14:54:16; PLC_A; System running normally; ; ERR; 114; 1057; 1380660124; 63
INFO; 2025-06-25 14:54:15; PLC_A; System running normally; ; OK; 103; 1076; 2035053652; 83
INFO; 2025-06-25 14:54:14; PLC_A; System running normally; ; ERR; 115; 1075; 1284456184; 82
INFO; 2025-06-25 14:54:13; PLC_B; System running normally; ; OK; 116; 1001; 217234953; 96
INFO; 2025-06-25 14:54:12; PLC_D; System running normally; ; ERR; 111; 1090; 1915959542; 14
INFO; 2025-06-25 14:54:11; PLC_D; System running normally; ; WARN; 120; 1000; 1608096705; 45
INFO; 2025-06-25 14:54:10; PLC_B; System running normally; ; OK; 105; 1063; 155558710; 50
INFO; 2025-06-25 14:54:09; PLC_A; System running normally; ; WARN; 120; 1058; 1580736257; 2
INFO; 2025-06-25 14:54:08; PLC_A; System running normally; ; OK; 116; 1018; 1843760886; 62
INFO; 2025-06-25 14:54:07; PLC_B; System running normally; ; ERR; 116; 1018; 1296551695; 76
INFO; 2025-06-25 14:54:06; PLC_A; System running normally; ; WARN; 107; 1082; 465740411; 52
INFO; 2025-06-25 14:54:05; PLC_B; System running normally; ; WARN; 103; 1015; 1144719137; 11
ERROR; 2025-06-25 14:54:04; PLC_D; Conveyor misalignment; ; ERR; 111; 1066; 2028253947; 42
ERROR; 2025-06-25 14:54:03; PLC_C; Temperature warning; ; ERR; 120; 1100; 1298505018; 28
INFO; 2025-06-25 14:54:02; PLC_B; System running normally; ; ERR; 115; 1100; 2147035522; 65
INFO; 2025-06-25 14:54:01; PLC_D; System running normally; ; WARN; 105; 1059; 74438355; 48
ERROR; 2025-06-25 14:54:00; PLC_D; Sandextrator overload; 8; ERR; 115; 1095; 1413707137; 92
INFO; 2025-06-25 14:53:59; PLC_D; System running normally; ; OK; 119; 1073; 1841434595; 75
INFO; 2025-06-25 14:53:58; PLC_D; System running normally; ; OK; 119; 1035; 267940204; 29
INFO; 2025-06-25 14:53:57; PLC_D; System running normally; ; ERR; 115; 1035; 1351188880; 30
INFO; 2025-06-25 14:53:56; PLC_C; System running normally; ; OK; 104; 1028; 604864729; 70
INFO; 2025-06-25 14:53:55; PLC_B; System running normally; ; WARN; 112; 1068; 1205457429; 39
INFO; 2025-06-25 14:53:54; PLC_B; System running normally; ; WARN; 101; 1043; 516696695; 62
INFO; 2025-06-25 14:53:53; PLC_A; System running normally; ; ERR; 102; 1001; 1441960534; 91
INFO; 2025-06-25 14:53:52; PLC_C; System running normally; ; ERR; 116; 1001; 886167077; 70
INFO; 2025-06-25 14:53:51; PLC_A; System running normally; ; WARN; 104; 1097; 1637493161; 14
ERROR; 2025-06-25 14:53:50; PLC_B; Valve stuck; ; ERR; 104; 1060; 418341017; 13
INFO; 2025-06-25 14:53:49; PLC_C; System running normally; ; WARN; 109; 1094; 1752735658; 96
INFO; 2025-06-25 14:53:48; PLC_C; System running normally; ; ERR; 104; 1079; 800313912; 83
INFO; 2025-06-25 14:53:47; PLC_B; System running normally; ; ERR; 108; 1033; 632312282; 49
INFO; 2025-06-25 14:53:46; PLC_D; System running normally; ; ERR; 112; 1071; 805238271; 84
INFO; 2025-06-25 14:53:45; PLC_C; System running normally; ; WARN; 104; 1072; 253566513; 51
INFO; 2025-06-25 14:53:44; PLC_D; System running normally; ; WARN; 101; 1083; 1385189728; 76
INFO; 2025-06-25 14:53:43; PLC_D; System running normally; ; ERR; 112; 1094; 1774088464; 54
INFO; 2025-06-25 14:53:42; PLC_B; System running normally; ; OK; 110; 1030; 551826465; 92
INFO; 2025-06-25 14:53:41; PLC_B; System running normally; ; WARN; 105; 1014; 186560531; 63
ERROR; 2025-06-25 14:53:40; PLC_D; Valve stuck; ; OK; 117; 1026; 703695580; 46
INFO; 2025-06-25 14:53:39; PLC_B; System running normally; ; OK; 103; 1007; 1548765472; 88
ERROR; 2025-06-25 14:53:38; PLC_A; Conveyor misalignment; ; WARN; 106; 1020; 401387312; 51
INFO; 2025-06-25 14:53:37; PLC_B; System running normally; ; WARN; 108; 1044; 1143379245; 45
INFO; 2025-06-25 14:53:36; PLC_A; System running normally; ; ERR; 119; 1012; 1394654178; 83
INFO; 2025-06-25 14:53:35; PLC_A; System running normally; ; WARN; 107; 1097; 1360287111; 62
INFO; 2025-06-25 14:53:34; PLC_C; System running normally; ; WARN; 108; 1037; 1489821309; 37
INFO; 2025-06-25 14:53:33; PLC_C; System running normally; ; ERR; 103; 1013; 1819037830; 31
INFO; 2025-06-25 14:53:32; PLC_B; System running normally; ; OK; 106; 1046; 1694057448; 69
INFO; 2025-06-25 14:53:31; PLC_A; System running normally; ; ERR; 120; 1063; 23391372; 87
INFO; 2025-06-25 14:53:30; PLC_B; System running normally; ; ERR; 109; 1020; 1225295565; 70
INFO; 2025-06-25 14:53:29; PLC_B; System running normally; ; WARN; 102; 1080; 406757440; 57
INFO; 2025-06-25 14:53:28; PLC_C; System running normally; ; WARN; 103; 1038; 132122409; 82
INFO; 2025-06-25 14:53:27; PLC_D; System running normally; ; WARN; 113; 1020; 601907356; 91
ERROR; 2025-06-25 14:53:26; PLC_B; Sandextrator overload; 10; ERR; 109; 1025; 1454673910; 85
INFO; 2025-06-25 14:53:25; PLC_D; System running normally; ; ERR; 103; 1018; 156413772; 96
